Sample,shannon_index_tool,clonotype_count_tool,tool,shannon_index_TCR,clonotype_count_TCR,repertoire_type,tissue,tissue_type,SDI_absolute_error,class,clonality_TCR,clonality_tool,clonality_absolute_error
sample03,1.576803242538668,3031,CATT,0.9605164909043146,7697,low_SDI,PBMC,T_cell_rich,0.6162867516343534,T_cell_rich_low_SDI,0.8926627626614301,0.8033089058269363,0.08935385683449382
sample04,3.963012655047348,62,MIXCR,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,5.635310155760579,T_cell_rich_high_SDI,0.058640191009057485,0.03976650980701002,0.018873681202047465
sample04,6.152714966364971,522,IMREP,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,3.4456078444429563,T_cell_rich_high_SDI,0.058640191009057485,0.016771843509376994,0.04186834749968049
sample04,6.298031591997174,701,TRUST4,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,3.300291218810753,T_cell_rich_high_SDI,0.058640191009057485,0.03883647290847936,0.019803718100578127
sample04,3.2720095730308314,495,CATT,9.598322810807927,26802,high_SDI,PBMC,T_cell_rich,6.326313237777096,T_cell_rich_high_SDI,0.058640191009057485,0.4726441918599823,0.4140040008509248
sample05,2.8949622405152176,20,MIXCR,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,5.110153098957124,T_cell_rich_high_SDI,0.06933867573073582,0.03363786341268227,0.035700812318053554
sample05,3.282380162488563,33,IMREP,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,4.722735176983779,T_cell_rich_high_SDI,0.06933867573073582,0.061240364910896794,0.008098310819839027
sample05,3.7073840313618276,50,TRUST4,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,4.297731308110514,T_cell_rich_high_SDI,0.06933867573073582,0.05231026857009036,0.017028407160645465
sample05,2.6659754574309553,128,CATT,8.005115339472342,5440,high_SDI,PBMC,T_cell_rich,5.339139882041387,T_cell_rich_high_SDI,0.06933867573073582,0.4505443469189535,0.3812056711882177
sample06,3.4388040413714904,34,MIXCR,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,4.73354684642497,T_cell_poor_high_SDI,0.10621776646898717,0.024829135487841714,0.08138863098114546
sample06,4.406334726520807,92,IMREP,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,3.766016161275653,T_cell_poor_high_SDI,0.10621776646898717,0.02553278388871061,0.08068498258027657
sample06,5.024401141795077,200,TRUST4,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,3.147949746001383,T_cell_poor_high_SDI,0.10621776646898717,0.05169871976382212,0.05451904670516505
sample06,2.0226051431432728,190,CATT,8.17235088779646,9354,high_SDI,melanoma,T_cell_poor,6.149745744653187,T_cell_poor_high_SDI,0.10621776646898717,0.6145233726152021,0.5083056061462149
sample08,3.438273931293663,39,MIXCR,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,4.597276792207097,T_cell_poor_high_SDI,0.15063278260821256,0.06149417877927266,0.0891386038289399
sample08,3.7578409424924555,57,IMREP,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,4.277709781008305,T_cell_poor_high_SDI,0.15063278260821256,0.07054333631906995,0.08008944628914261
sample08,3.9567398689545477,88,TRUST4,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,4.078810854546212,T_cell_poor_high_SDI,0.15063278260821256,0.11627379558317419,0.03435898702503837
sample08,1.9168603628875134,126,CATT,8.03555072350076,12844,high_SDI,melanoma,T_cell_poor,6.118690360613247,T_cell_poor_high_SDI,0.15063278260821256,0.6036499939897435,0.45301721138153095
sample09,3.0132013308730112,44,MIXCR,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,4.638511673541194,T_cell_poor_high_SDI,0.2234239958500044,0.20373934121450088,0.019684654635503507
sample09,3.7936731469943847,80,IMREP,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,3.8580398574198203,T_cell_poor_high_SDI,0.2234239958500044,0.13426515553876428,0.0891588403112401
sample09,3.919625577427708,130,TRUST4,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,3.732087426986497,T_cell_poor_high_SDI,0.2234239958500044,0.19474107120888562,0.028682924641118768
sample09,3.1305298196964326,146,CATT,7.651713004414205,19018,high_SDI,melanoma,T_cell_poor,4.521183184717772,T_cell_poor_high_SDI,0.2234239958500044,0.37183448507753314,0.14841048922752875
sample10,2.394503063666271,17,MIXCR,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,4.8128915588115575,T_cell_poor_high_SDI,0.25743450793680767,0.15484548006605747,0.1025890278707502
sample10,3.17625257921447,28,IMREP,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,4.031142043263358,T_cell_poor_high_SDI,0.25743450793680767,0.04680142844910018,0.2106330794877075
sample10,3.402328818478235,58,TRUST4,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,3.805065803999593,T_cell_poor_high_SDI,0.25743450793680767,0.16207940620243322,0.09535510173437445
sample10,2.067142372982602,103,CATT,7.207394622477828,16417,high_SDI,melanoma,T_cell_poor,5.1402522494952265,T_cell_poor_high_SDI,0.25743450793680767,0.553988511899548,0.29655400396274034
sample11,1.5890269151739727,5,MIXCR,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,6.14128158779632,T_cell_poor_high_SDI,0.11438537992042863,0.012682065646917762,0.10170331427351087
sample11,2.3466586149281516,11,IMREP,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.383649888042141,T_cell_poor_high_SDI,0.11438537992042863,0.0213673459602034,0.09301803396022523
sample11,2.2155974961674127,13,TRUST4,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,5.51471100680288,T_cell_poor_high_SDI,0.11438537992042863,0.13620224519359259,0.021816865273163955
sample11,1.332597871671934,71,CATT,7.730308502970293,6178,high_SDI,melanoma,T_cell_poor,6.397710631298359,T_cell_poor_high_SDI,0.11438537992042863,0.687380260748814,0.5729948808283853
sample12,1.3862943611198906,4,MIXCR,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,5.160105614072013,T_cell_poor_high_SDI,0.2062295011744203,0.0,0.2062295011744203
sample12,1.3321790402101223,4,IMREP,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,5.214220934981782,T_cell_poor_high_SDI,0.2062295011744203,0.039035952556318754,0.16719354861810154
sample12,2.2283046566793856,11,TRUST4,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,4.318095318512519,T_cell_poor_high_SDI,0.2062295011744203,0.07072478020321171,0.13550472097120858
sample12,1.0390915840459463,105,CATT,6.546399975191904,3817,high_SDI,melanoma,T_cell_poor,5.507308391145958,T_cell_poor_high_SDI,0.2062295011744203,0.7767296010567052,0.5705000998822849
sample13,3.7442497512278483,96,MIXCR,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.223458979252289,T_cell_poor_low_SDI,0.6169574416469178,0.1796748201140752,0.4372826215328426
sample13,4.1635255445808435,116,IMREP,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.6427347726052846,T_cell_poor_low_SDI,0.6169574416469178,0.12413031473127212,0.4928271269156457
sample13,4.055173068762211,175,TRUST4,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,2.534382296786652,T_cell_poor_low_SDI,0.6169574416469178,0.21484199166502305,0.40211544998189475
sample13,3.0562957568023608,242,CATT,1.5207907719755591,53,low_SDI,melanoma,T_cell_poor,1.5355049848268016,T_cell_poor_low_SDI,0.6169574416469178,0.44318993778376203,0.17376750386315576
sample14,3.3191448851302088,32,MIXCR,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.6226763817065812,T_cell_poor_high_SDI,0.17598820585419384,0.042297226846135905,0.13369097900805793
sample14,3.5036985523041912,41,IMREP,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.4381227145325988,T_cell_poor_high_SDI,0.17598820585419384,0.05651526633395154,0.1194729395202423
sample14,3.8993026658646617,66,TRUST4,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,3.0425186009721283,T_cell_poor_high_SDI,0.17598820585419384,0.06930214875446461,0.10668605709972923
sample14,2.8635934839324353,86,CATT,6.94182126683679,4557,high_SDI,melanoma,T_cell_poor,4.078227782904355,T_cell_poor_high_SDI,0.17598820585419384,0.357123885166977,0.18113567931278318
TCGA-CZ-4862,2.593165932887764,16,IMREP,7.485461601639243,4237,high_SDI,kidney,T_cell_poor,4.89229566875148,T_cell_poor_high_SDI,0.1037104308198673,0.06471309210515508,0.038997338714712226
TCGA-CZ-4862,3.295875824212956,67,TRUST4,7.485461601639243,4237,high_SDI,kidney,T_cell_poor,4.189585777426287,T_cell_poor_high_SDI,0.1037104308198673,0.21614345623905518,0.11243302541918787
TCGA-CZ-4862,2.490191981400499,47,CATT,7.485461601639243,4237,high_SDI,kidney,T_cell_poor,4.995269620238744,T_cell_poor_high_SDI,0.1037104308198673,0.3532216842038809,0.2495112533840136
TCGA-CZ-5463,1.3050963719483404,4,IMREP,2.957965896838583,99,high_SDI,kidney,T_cell_poor,1.6528695248902427,T_cell_poor_high_SDI,0.3562810126156024,0.058571968153975584,0.2977090444616268
TCGA-CZ-5463,2.5704066985629943,24,TRUST4,2.957965896838583,99,high_SDI,kidney,T_cell_poor,0.3875591982755888,T_cell_poor_high_SDI,0.3562810126156024,0.1912010193101178,0.16507999330548462
TCGA-CZ-5463,1.3337579456676905,23,CATT,2.957965896838583,99,high_SDI,kidney,T_cell_poor,1.6242079511708927,T_cell_poor_high_SDI,0.3562810126156024,0.5746259269457927,0.21834491433019032
TCGA-CZ-5985,0.46203690946645704,2,IMREP,5.6382489161286555,1415,high_SDI,kidney,T_cell_poor,5.176212006662198,T_cell_poor_high_SDI,0.22283412297644034,0.3334216420050795,0.11058751902863917
TCGA-CZ-5985,2.1741098830985517,22,TRUST4,5.6382489161286555,1415,high_SDI,kidney,T_cell_poor,3.464139033030104,T_cell_poor_high_SDI,0.22283412297644034,0.29664185597436465,0.07380773299792431
TCGA-CZ-5985,1.1607643667272343,25,CATT,5.6382489161286555,1415,high_SDI,kidney,T_cell_poor,4.477484549401421,T_cell_poor_high_SDI,0.22283412297644034,0.6393882740802024,0.41655415110376204
sample07,0.0,1,IMREP,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,4.680209353940664,T_cell_poor_high_SDI,0.42743704782782965,,
sample07,0.9705850459896168,4,TRUST4,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,3.709624307951047,T_cell_poor_high_SDI,0.42743704782782965,0.2998708836948967,0.12756616413293298
sample07,1.1637884109795023,37,CATT,4.680209353940664,3548,high_SDI,melanoma,T_cell_poor,3.5164209429611617,T_cell_poor_high_SDI,0.42743704782782965,0.6777028890896951,0.25026584126186546
